es,en,scores,qualify
Pa’ cuando un presidente así 😢,For when a president like this 😢,0.3612,positive
👏👏👏👏💪🏽💯🔝👌,👏👏👏👏💪🏽💯🔝👌,0.0,neutral
@lucho_vidal_el_original sería bueno lo que pasa en ese país y así depronton te callaras,@lucho_vidal_el_original it would be good what happens in that country and then suddenly you will shut up,0.4404,positive
Cómo sería un buen presidente como el.aca en Colombia,What would a good president like him be like here in Colombia?,0.7845,positive
El mejor presidente,the best president,0.6369,positive
👏👏👏👏,👏👏👏👏,0.0,neutral
Y el 🤡 de acá premiando a los que delinquen. En fin la hipocresía.😜,"And the 🤡 here rewarding those who offend. In short, hypocrisy.😜",0.296,positive
@valentinafernandezc_ si claro las recervas del país las regalo corrió a los periodistas muchos están muertos o desparecidos maduro dos un dictador entra a dónde están los magistrados armado esperando quien se atreve a no aprobar algo que él quiera son cosas que no se ven pero los de allá las viven,"@valentinafernandezc_ yes, of course, the country's receipts were given to journalists, many are dead or disappeared, mature two, a dictator enters where the magistrates are, armed, waiting for whoever dares not to approve something that he wants are things that are not seen, but those of there they live",-0.09,negative
Eduquen a los niños para que no tengan que castigar a los hombres.,Educate children so they don't have to punish men.,0.4168,positive
👏🏻👏🏻👏🏻🔥👌🏻,👏🏻👏🏻👏🏻🔥👌🏻,0.0,neutral
DEJEMOS ESTE PRESIDENTE SIQUIERA 3 MESES ACA EN COLOMBIA..!!🤨🤨,LET'S LEAVE THIS PRESIDENT EVEN 3 MONTHS HERE IN COLOMBIA...!!🤨🤨,-0.1984,negative
@arduka_1974 así es,@arduka_1974 that's right,0.0,neutral
"Que brutal , en serio ! Una vez termine con esto, se va a salud !","How brutal, seriously! Once I'm done with this, it's off to health!",-0.7494,negative
👏👏👏,👏👏👏,0.0,neutral
"@valentinafernandezc_ tantos idiomas, y decidiste hablar con la verdad","@valentinafernandezc_ so many languages, and you decided to speak the truth",0.3182,positive
Aquí el payaso del circo saca a los q han cometido delitos y les da sueldo y trabajo. Gracias Petroski,Here the circus clown takes out those who have committed crimes and gives them salary and work. Thank you Petroski,0.5574,positive
Quiero ser Salvadoreña!😢💔,I want to be Salvadoran!😢💔,0.1511,positive
👏👏👏,👏👏👏,0.0,neutral
🙌👏,🙌👏,0.0,neutral
@gustavopetrourrego aprende papa lindo.,@gustavopetrourrego learn cute dad.,0.4588,positive
"Noooo pero cómo así ? Los delincuentes no lo hacen de malos, son mejores personas que los demás y por eso sus derechos valen más 😭😭😭😭😭😭","Noooo but how so? Criminals don't do it bad, they are better people than others and that's why their rights are worth more 😭😭😭😭😭😭",0.332,positive
👍,👍,0.0,neutral
Este tipo es un ídolo 👏,This guy is an idol 👏,0.0,neutral
"Acá la necesitamos !! Pero no de 40 , ni de 400 ..seria de 4 millones para meter al congreso..en general a todos los políticos y sus testaferros contratistas q se han robado Todo!","Here we need it!! But not 40, nor 400... it would be 4 million to get Congress... in general, all the politicians and their contractor figureheads who have stolen everything!",-0.7332,negative
Vennn y gobiérnanos,Come and rule us,0.0,neutral
"Cuando se quiere se puede, y colombia lo que tiene es territorio para construir cárceles lejanas de la ciudad donde de verdad paguen una condena. BUKELE DALE UNAS CLASES A ESTE GOBIERNO.","When you want you can, and what Colombia has is territory to build prisons far from the city where they really pay a sentence. BUKELE GIVE THIS GOVERNMENT SOME CLASSES.",0.0478,positive
@mercadocortesyesipao jajaja te digo una ciudad que apostó a una bitcoin y estallo está empresa y dejo unas deudas en Miami,@mercadocortesyesipao hahaha I tell you a city that bet on a bitcoin and this company exploded and left some debts in Miami,0.5574,positive
👏👏👏,👏👏👏,0.0,neutral
#1 👏,#1 👏,0.0,neutral
👏👏👏👏👏👏👏,👏👏👏👏👏👏👏,0.0,neutral
"Yo me imagino que el salvador tendrá sus déficits en otras áreas, pero que quiera ponerle un parado a la inseguridad , es un buen comienzo !","I imagine that El Salvador will have its deficits in other areas, but who wants to put an end to insecurity is a good start!",0.1134,positive
🙌🙌🙌🙌🙌,🙌🙌🙌🙌🙌,0.0,neutral
"Aquí los sacan de la cárcel, lea dan subsidios y los vuelven gestores de paz! Necesitamos un Buekele!!!!","Here they get them out of jail, they give them subsidies and they become peace managers! We need a Buekele!!!!",0.6876,positive
@jeagger93 y por qué zurdos¿???,@jeagger93 and why lefties???,0.0,neutral
Y Petro que los quiere soltar😂😂,And Petro who wants to release them 😂😂,0.0,neutral
Que buen Ejemplo para Colombia 🇨🇴⚠️⚠️⚠️ acá antes les dan libertad y beneficios 😂,What a good example for Colombia 🇨🇴⚠️⚠️⚠️ here before they give them freedom and benefits 😂,0.8658,positive
"Y acá que los quieren dejar libres , jajajajaja Dios mío en qué gobierno estamos 😭","And here they want to set them free, hahahahaha my God what government are we in 😭",0.6908,positive
👏👏👏👏,👏👏👏👏,0.0,neutral
Por favor señor Nayib acéptenos unos 5 reclusos,Please Mr. Nayib accept us about 5 inmates,0.5994,positive
Como hacemos para que este man gobierne todo sur America ?,How do we get this man to rule all of South America?,0.0,neutral
"No estoy tan segura, creo que venimos de varios Bukeles y no nos llevó a ningún lado. Lo que muchas veces no se dice en los medios y tuve la oportunidad de ver es la represión y que la gente es muy ignorante, pero está llegando a ser una dictadura, me lo confirmaron varios amigos y personas de las tiendas que pude estar. Creo que es muy peligroso un Bukele","I'm not so sure, I think we came from several Bukeles and it didn't take us anywhere. What is often not said in the media and I had the opportunity to see is the repression and that people are very ignorant, but it is becoming a dictatorship, several friends and people from the stores that I was able to see confirmed this to me. I think a Bukele is very dangerous",-0.4162,negative
"@diegovidal11 arooo firma , ese man está loco , meter 40 mil personas allí de gratis es mejor pagarle y que ayuden a la sociedad hacer mejor , debería aprender de petro 😢","@ diegovidal11 arooo sign, that man is crazy, putting 40 thousand people there for free is better to pay him and help society do better, he should learn from petro 😢",0.8402,positive
@laurajuanitah perdón no me explique bien el auto corrector. Que el sabe que los derechos humanos terminan cuando ya estos sobre pasar los límites de los demás y el sabe que DH son unos zurdos de m. Por ende El Salvador está cómo está actualmente,@laurajuanitah sorry I didn't explain the auto corrector well. That he knows that human rights end when they already exceed the limits of others and he knows that DH is left-handed of me. Therefore El Salvador is as it is currently,0.2023,positive
Nada diferente a la realidad que estamos viviendo 😂vaya sumando lo que quiere regalar Petro y verá las cifras aún más elevadas y el País para el abismo 😂 ni con la izquierda ni la derecha . PETRO ES URIBISTA DE Izquierda 😂😂😂😂,Nothing different from the reality we are experiencing 😂 go adding what Petro wants to give away and you will see the figures even higher and the Country for the abyss 😂 neither with the left nor the right. PETRO IS A URIBIST OF THE LEFT 😂😂😂😂,0.0,neutral
"Lo mismo se debe hacer aquí en Colombia, pero para 40 mil políticos !","The same should be done here in Colombia, but for 40,000 politicians!",0.0,neutral
👏👏,👏👏,0.0,neutral
Que chimba !!!,What a chimba !!!,0.0,neutral
Cómo necesitamos unas 3 de esas acá,How do we need about 3 of those here,0.0,neutral
"A colombia q le quedo grande el sistema carcelario y sacan violadores en un mes para la calle a matar niñas, solo pq no hay capacidad","In Colombia, the prison system is too big and they take out rapists in a month to the streets to kill girls, only because there is no capacity",-0.9382,negative
1 d esas en Colombia!,1 of those in Colombia!,0.0,neutral
👏,👏,0.0,neutral
"Que tristeza la mentalidad de la sociedad en la que vivimos, que aplauden a un represivo, en lugar de exigir una fuerte reestructuración en la educación para atacar los problemas de raíz, la pedagogía es muchísimo más eficaz que la mano dura","How sad the mentality of the society in which we live, that they applaud a repressive, instead of demanding a strong restructuring in education to attack root problems, pedagogy is much more effective than a heavy hand",0.1761,positive
"Aquí en Colombia ser delincuente es una profesión , te dedicas a robar y matar y cuentas con un sueldo fijo","Here in Colombia, being a criminal is a profession, you dedicate yourself to stealing and killing and you have a fixed salary.",-0.91,negative
Viendo estos comentarios me pregunto 🧐 quien votó por Petro Ome,Seeing these comments I wonder 🧐 who voted for Petro Ome,0.0,neutral
Necesitamos un presidente de estos en Colombia,We need a president of these in Colombia,0.0,neutral
"@beccahaegg ten presente que para la inmensa mayoría de estas personas, delinquir es su trabajo, no son esa persona pobre que está aguantando hambre y se roba un teléfono para tener que comer. Esta gente trafica drogas, extorsiona y asesina porq así ganan mucho más dinero que metidos 8 horas en una empresa.","@beccahaegg keep in mind that for the vast majority of these people, crime is their job, they are not that poor person who is starving and steals a phone to have to eat. These people traffic drugs, extort and murder because that's how they earn much more money than spending 8 hours in a company.",-0.9144,negative
👏👏👏👏👏👏👏 ahì tiene el guerrillero!!!,👏👏👏👏👏👏👏 there you have the guerrilla!!!,0.0,neutral
@alejandro_castaneda_rivera_ jjajsjsjsjsj de verdad??? Sabes la cantidad de dinero q manejan los gobiernos q este invierta no quiere decir q dejar el país en banca rota,@alejandro_castaneda_rivera_ jajsjsjsjsj really??? Do you know the amount of money that governments manage that they invest does not mean that they leave the country bankrupt,-0.6531,negative
Y el otro usando esos recursos para darles un “sueldo” a los “gestores de paz”,"And the other using those resources to give a ""salary"" to the ""peace managers""",0.5423,positive
👏👏👏👏eso es lo que necesitamos en esta “selva” de impunidad !!,"👏👏👏👏 that's what we need in this ""jungle"" of impunity!!",0.0,neutral
Acá los van a sacar jajaja a trabajar 😂😂,Here they are going to take them to work hahaha 😂😂,0.5574,positive
Excelente 👏,excellent 👏,0.5719,positive
Aca en colombia los premian como gestores de paz,Here in Colombia they are rewarded as peace managers,0.7717,positive
Ese es el presidente que necesitamos acá,That's the president we need here,0.0,neutral
@jonathancelis7 y darles sueldo para que no vuelvan a robar y esa plata la usen para estudiar y no se la soplen.,@ jonathancelis7 and give them a salary so they don't steal again and they use that money to study and they don't blow it.,0.4389,positive
👏👏👏,👏👏👏,0.0,neutral
"Aqui les dan pensión, les dan empleo y les dicen ""Gestores de paz"". 🤑🤑🤑🤑","Here they give them a pension, they give them jobs and they call them ""peace managers."" 🤑🤑🤑🤑",0.5423,positive
"Ufff necesito una de esas. Sí nuestras cárceles se la pasan llenas entonces es más fácil que los criminales salgan a los dos días, que sigan en sus desmanes y que podamos darle el ""perdón presidencial"" a quien consideremos solo por ignorar los problemas en el sistema carcelario.","Ufff I need one of those. If our prisons are full, then it is easier for criminals to leave after two days, to continue in their excesses, and for us to grant a ""presidential pardon"" to whoever we consider just for ignoring the problems in the prison system.",-0.7184,negative
Y petro los quiere liberar de corazon😂😂😂e sa cárcel es una fortaleza no apta para la paz,And Petro wants to free them from the heart😂😂😂 his jail is a fortress not suitable for peace,0.1154,positive
Dios ragalanos un mandatario como el para esta pobre y desolada colombia😢,God grant us a leader like him for this poor and desolate Colombia 😢,0.3559,positive
Aquí en Colombia 🇨🇴 @gustavopetrourrego los mandará a casa 🏡 con mesada incluida y perdón social 😳,Here in Colombia 🇨🇴 @gustavopetrourrego will send them home 🏡 with allowance included and social forgiveness 😳,0.2732,positive
👏👏👏,👏👏👏,0.0,neutral
Alcatraz salvadoreña,salvadoran alcatraz,0.0,neutral
"@diegomorilloc que lo ve, lo ve; pero que haga algo lo dudo JAJAJAJA","@diegomorilloc who sees it, sees it; but that he does something I doubt it HAHAHAHA",-0.5023,negative
Mientras q el presidente del Salvador mete a la cárcel a los delincuentes acá el guerrillero gustavo petro propone liberarlos y darles garantías manda 🥚 ese hampon por esto y muchas razones más Colombia tiene q salir a las calles este 15 de febrero #paronacional en contra de este narcogobierno,"While the president of El Salvador puts criminals in jail here, the guerrilla gustavo petro proposes to release them and give them guarantees, send 🥚 that thug for this and many more reasons Colombia has to take to the streets this February 15 #paronacional against this drug government",-0.5719,negative
"En Colombia tenemos cosas que aprender, este señor sin dárselas de tanto estudio SI hace cosas pensando en la gente, trabajo para quien lo merece y cárcel igual. 👏","In Colombia we have things to learn, this man without giving it to him from so much study DOES do things thinking of people, work for those who deserve it and jail the same. 👏",-0.2584,negative
@laurajuanitah los derechos de estos criminales acaban cuando le quitan el derecho a los demás de vivir en paz de asesinar de robar de traficar,"@laurajuanitah the rights of these criminals end when they take away the right of others to live in peace to murder, to steal, to traffic",-0.8442,negative
@_angelicagh urgente Colombia necesita un presidente con huevos.,@_angelicagh urgently Colombia needs a president with eggs.,0.0,neutral
👏👏👏👏,👏👏👏👏,0.0,neutral
Y acá dizque sacándolos y poniéndoles salario.,And here they say taking them out and giving them a salary.,0.34,positive
👏👏,👏👏,0.0,neutral
Y acá los del cambio los piensa premiar con la libertad y bono de 1000000 que tal esto,"And here those of change intend to reward them with freedom and a bonus of 1000,000, how about this?",0.9081,positive
@nayibbukele tu si sabes ser un verdadero PRESIDENTE ojalá sea el ejemplo de muchos a los que le quedo grande ese cargo. 👏👏👏❤️,"@nayibbukele, if you know how to be a true PRESIDENT, hopefully you will be the example of many for whom that position is great. 👏👏👏❤️",0.8625,positive
👏👏💪💪👊,👏👏💪💪👊,0.0,neutral
@gustavopetrourrego,@gustavopetrourrego,0.0,neutral
💯💯,💯💯,0.0,neutral
"Este presidente es un ejemplo a seguir de quién debe llegar al poder, cuando la persona tiene una mentalidad tan sólida, con convicción y honestidad puede cambiar la vida de todas las personas en un país. Excelente👏","This president is an example to follow of who should come to power, when the person has such a solid mentality, with conviction and honesty he can change the lives of all the people in a country. Excellent👏",0.5859,positive
👏👏👏👏👏,👏👏👏👏👏,0.0,neutral
Y acá pretenden sacar a 7 mil para que maten y roben.,"And here they intend to take out 7,000 to kill and steal.",-0.836,negative
@jotaefesebas explorando este maravilloso mundo jajjajaja,@jotaefesebas exploring this wonderful world hahahahaha,0.657,positive
👏👏👏👏👏👏👏 por más presidentes como bukele,👏👏👏👏👏👏👏 for more presidents like bukele,0.4173,positive
“Gestores de paz”* 👋🏼🤗,"""Peace managers""* 👋🏼🤗",0.5423,positive
Vis a vis,face to face,0.0,neutral
@gustavopetrourrego pa cuando ?,@gustavopetrourrego for when?,0.0,neutral
"Dios mío, necesitamos urgente a un presidente con éste mismo pensamiento en Venezuela 😢😢😢","My God, we urgently need a president with this same thought in Venezuela 😢😢😢",0.2732,positive
@carlos.rodels se nota un petrosky dolido y pagando lo que no presupuesto en una vida sabrosa.,@carlos.rodels shows a hurt petrosky and paying what he didn't budget in a tasty life.,-0.5267,negative
Todos .... gestores de paz!,All .... managers of peace!,0.5848,positive
Y aquí? A darle beneficios… @gustavopetrourrego,And here? To give you benefits… @gustavopetrourrego,0.0,neutral
El mejor dic tador que ha tenido latinoamericana,The best dictator that Latin America has ever had,0.6369,positive
@mariholguinc por eso con el bitcoin van a fracasar en la economía invertír en eso son saber que se puede ir al barranco y dejar al país quebrado no se que tan buen presidente sea,@mariholguinc that's why with bitcoin they are going to fail in the economy investing in that is knowing that you can go to the ravine and leave the country bankrupt I don't know how good a president he is,-0.866,negative
excelente,Excellent,0.5719,positive
mvivianapg17 expresamente uribe y toda su bandola. Noc si una cárcel de 40mil alcance para esa bandola que son muchísimos ladr0nes que desagradan este país y quieren continuar en el 2026 con la Cabalnicola.. 😂,mvivianapg17 expressly uribe and all his gang. Not if a prison of 40 thousand reach for that bandola that there are many thieves who dislike this country and want to continue in 2026 with Cabalnicola .. 😂,-0.4211,negative
@gatoalejandr0 Averigua donde queda el centro más grande de minado y sin consumo energía.... No sigo te dejo la duda para la próxima hagas este tipo comentarios sin fundamentos,"@gatoalejandr0 Find out where the largest mining center is and without energy consumption.... I'm not going on, I'll leave you the question for the next time, make these kinds of baseless comments",-0.2533,negative
"Y en Colombia los ponen de “gestores de paz” queee bonito país en el que vivimos, Colombia tierra querida 🙄","And in Colombia they call them ""peace managers"" what a beautiful country we live in, Colombia dear land 🙄",0.875,positive
Mi presii,My pressure,-0.296,negative
Colombia necesita un bukele,Colombia needs a bukele,0.0,neutral
Platanal,Banana plantation,0.0,neutral
Q envidiA de president,What envy of president,-0.2732,negative
Así debe de ser ojalá colombia le apueste a esto y no a una paz total de miedo gobierno inepto incapaz no hay garantías para la gente en estos momentos el país es un caos en seguridad,"That's how it should be. I hope Colombia bets on this and not on a total peace of fear, inept government, incapable, there are no guarantees for the people at this time, the country is in chaos in terms of security.",-0.85,negative
"Cuando el Justo Gobierna, el pueblo se alegra!","When the Just Rules, the people rejoice!",0.4926,positive
Este joven presidente le da sopa y seco a Colombia y todos sus gobernantes …,This young president gives soup and dry to Colombia and all its rulers...,0.0,neutral
El mejor !!! 👏👏👏👏,The best !!! 👏👏👏👏,0.7249,positive
@juanda088 ni a @petro,@juanda088 or @petro,0.0,neutral
ESO SI ES UN PRESIDENTE 💪,THAT IS A PRESIDENT 💪,0.0,neutral
Esoooo👏👏👏,That 👏👏👏,0.0,neutral
Excelente 👏👏,Excellent 👏👏,0.5719,positive
@gatoalejandr0 Se nota tu poca investigación a la hora de opinar respecto al tema.,@gatoalejandr0 Your little research is noticeable when it comes to giving an opinion on the subject.,0.34,positive
@dl_9911 el ya dijo que 1 millón. Y el cree que La Plata sale del gobierno. 😂😂😂 de nosotros los que trabajamos cómo burros para tener que premiar a estos bandidos,@dl_9911 he already said 1 million. And he believes that La Plata is leaving the government. 😂😂😂 of us who work like donkeys to have to reward these bandits,0.7351,positive
👏🔥,👏🔥,0.0,neutral
@valentinaperezdz @nayibbukele el mejor presidente del mundo.,@valentinaperezdz @nayibbukele the best president in the world.,0.6369,positive
Seguramente cuando cumplan condena salen siendo unos angelitos,Surely when they serve their sentence they will come out as little angels,0.4939,positive
Me parece que traducido es. Centro de concentración moderna donde el castigo son tortura,It seems to me that translated is. Modern concentration center where the punishment is torture,-0.7964,negative
ridiculo,ridiculous,-0.3612,negative
👏👏👏👏👏👏,👏👏👏👏👏👏,0.0,neutral
Uffff,uffff,0.0,neutral
@gabo_q sería lo mejor. La reforma sólo generara pérdida y sueldo para todo delincuente que quiera robar y cobrar sueldo. Duro contra las ratas,@gabo_q would be the best. The reform will only generate loss and salary for any criminal who wants to steal and collect salary. tough on rats,-0.6369,negative
"Señor Bukele, sería tan amable de venir a gobernar a Colombia, por favor?","Mr. Bukele, would you be so kind as to come to govern Colombia, please?",0.7695,positive
"Acá. Serán 100,000 gestores de paz a a millón de pesos cada uno de cuenta de los que trabajan","Here. There will be 100,000 peace managers for a million pesos each on behalf of those who work",0.5423,positive
"Mientras el des-gobierno colombiano actual le tiende la mano a la primera línea, a los guerrilleros, a los narcos y van al narco-dictador gobierno de Venezuela a pedir asesoría y compartir experiencias en temas sociales 🤡🤡🤡","While the current Colombian mis-government reaches out to the front line, to the guerrillas, to the drug traffickers and they go to the narco-dictator government of Venezuela to ask for advice and share experiences on social issues 🤡🤡🤡",0.34,positive
😮😮😮,😮😮😮,0.0,neutral
🔥🔥🔥🔥,🔥🔥🔥🔥,0.0,neutral
Es el presidente que queremos en Colombia 🇨🇴,He is the president we want in Colombia 🇨🇴,0.0772,positive
Que maravillaaaaa 👏.,How wonderful 👏.,0.5719,positive
excelente,Excellent,0.5719,positive
Y acá son gestores de paz. Ser pillo paga 😢,And here they are peace managers. Being a rascal pays 😢,0.5423,positive
@arduka_1974 el peor de Colombia en 200 años se llama ivan Duque,@arduka_1974 the worst in Colombia in 200 years is called ivan Duque,-0.6249,negative
"Wow, wow",wow wow,0.8225,positive
Aprenda @guillermolasso,Learn @guillermolasso,0.0,neutral
Porque no tenemos un presidente así 😪,Because we don't have a president like that 😪,-0.2755,negative
Ejemplar! 👏👏👏,Copy! 👏👏👏,0.0,neutral
"@juancmotato y que me dices de los 70 mil millones que se robaron, que iban destinados a los colegios públicos durante el mandato anterior jajajaj","@juancmotato and what can you tell me about the 70 billion that were stolen, which were destined for public schools during the previous term hahaha",0.1027,positive
👏👏👏,👏👏👏,0.0,neutral
👏,👏,0.0,neutral
@diegovidal11 jajajaja jajajaja 🤣,@diegovidal11 hahahaha hahahaha 🤣,0.0,neutral
😍😍 ! Y aquí llamándolos voceros de paz y pagándoles.,😍😍! And here calling them spokesmen for peace and paying them.,0.5848,positive
@mariholguinc lastima que no es presidente de colombia,@mariholguinc it hurts that he is not president of colombia,-0.4767,negative
"@gatoalejandr0 vuelvo y te respondo lo mismo , si no sabes nada de cripto porfa no comentes","@gatoalejandr0 I'll come back and answer you the same, if you don't know anything about crypto please don't comment",0.3182,positive
Nayib te amo,Najib I love you,0.6369,positive
"Entran 40.000 pandilleros , deberían salir por lo menos el 70% ciudadanos que puedan servir al país y a la comunidad tan sólo ahí sería un éxito toda este proyecto.","40,000 gang members enter, at least 70% of citizens who can serve the country and the community should leave, only then would this whole project be a success.",0.5423,positive
"Ejemplo a seguir.... castigo, nada de premios 👏👏👏👏","Example to follow.... punishment, no prizes 👏👏👏👏",-0.34,negative
👏👏 eso es lo qué hay que hacer en Colombia por lo menos unas 10 y pare de contar.,👏👏 that's what you have to do in Colombia at least 10 and stop counting.,-0.296,negative
"Y aquí queriéndolos sacar y darles para vivir, que vergüenza de verdad... Lo que se necesita en Colombia es algo como esto 👏","And here wanting to take you out and give them to live, what a real shame... What is needed in Colombia is something like this 👏",0.3612,positive
Crack...👏balón de oro,Crack...👏ballon d'or,0.0,neutral
"@gustavopetrourrego yo vote por ti por esto no pa los mades pa la casa, ponte las pilas.","@gustavopetrourrego I voted for you for this not for the mades for the house, get your batteries.",0.0,neutral
En Colombia la solución al hacinamiento en las cárceles es dar libertades a los presos y quitarle el carácter de delito a algunas conductas que actualmente lo son.,"In Colombia, the solution to overcrowding in prisons is to give prisoners freedom and remove the character of a crime from some behaviors that currently are.",-0.0772,negative
Yo en colombia hubiera construido una licuadora gigante y meter a todos los políticos de un solo tacazo 😂,"In Colombia, I would have built a giant blender and put all the politicians in with one fell swoop 😂",0.0,neutral
El mejor 👏👏👏👏👏,The best 👏👏👏👏👏,0.6369,positive
Aquí en Colombia una de esas se llena en un momentico,Here in Colombia one of those fills up in a moment,0.0,neutral
@ivanmejia47 😍😍,@ivanmejia47 😍😍,0.0,neutral
Mis respetos para ese señor,My respects to that gentleman,0.3182,positive
Acá los dejaran salir en el día y en la noche regresaran 😉😉,Here they will let them out during the day and at night they will return 😉😉,0.0,neutral
"Pero acá los quieren hasta sacar de día ""dizque a trabajar""","But here they want them until they get out of the day ""say to work""",0.1154,positive
@eduardv123 comparemos en cuánto compró Bukele bitcoin cuando la anunció como moneda legal para circulación y en cuánto está ahora.,@eduardv123 Let's compare how much Bukele bought bitcoin when he announced it as legal currency for circulation and how much it is now.,0.128,positive
👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏,👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏,0.0,neutral
👏👏👏👏👏👏 Este es el presidente que necesita 🇨🇴🇨🇴🇨🇴,👏👏👏👏👏👏 This is the president you need 🇨🇴🇨🇴🇨🇴,0.0,neutral
👏👏👏👏❤️❤️,👏👏👏👏❤️❤️,0.0,neutral
"@josesabh sí señor, usted tiene toda la razón, si hay algo peligroso en el mundo es un sectario fanático religioso, que se la pasa nombrando a Dios y pretende legislar con la biblia. Ojalá lo que nos venden de Bukele fuera cierto, pero la realidad es que solo una parte de los presos son pandilleros los demás son opositores a su gobierno y gente que no comparte su fanatismo.","@josesabh yes sir, you are absolutely right, if there is something dangerous in the world it is a religious fanatic sectarian, who keeps naming God and pretends to legislate with the bible. I wish what they are selling us about Bukele was true, but the reality is that only a part of the prisoners are gang members, the others are opponents of their government and people who do not share their fanaticism.",-0.597,negative
Son unos mostros,they are monsters,0.0,neutral
Genial!!! 💪🏼💪🏼💪🏼💪🏼🫡,Cool!!! 💪🏼💪🏼💪🏼💪🏼🫡,0.4898,positive
"Por más presidentes así, implacables, lo que no aporte, que no estorbe","For more presidents like this, implacable, what does not contribute, that does not get in the way",0.4173,positive
Petro aprenda !,Peter learn!,0.0,neutral
👏👏👏👏👏,👏👏👏👏👏,0.0,neutral
Este si es un presidente Real !!!,This is a real president!!!,0.0,neutral
"Tremendo Presidente, igual al papanatas que tenemos en Colombia 🇨🇴","Tremendous President, just like the fools we have in Colombia 🇨🇴",-0.1779,negative
👏👏👏 🙌🙌,👏👏👏 🙌🙌,0.0,neutral
Y petro los quiere soltar vivan sabroso ps,And Petro wants to release them live tasty ps,0.0,neutral
Igualitas a las de panamá🙄🙄,Just like the ones in Panama 🙄🙄,0.3612,positive
"Hey socio, miré el vecino para que aprenda, es muy sencillo, la cagó, pagué.","Hey partner, I looked at the neighbor to learn, it's very simple, he screwed up, I paid.",-0.5367,negative
@iamronny.9 todo gestor de paz es un delincuen. Se sabe. Y si apoyas haces parte de ellos.,@iamronny.9 every peace manager is a criminal. It's known. And if you support you become part of them.,0.4215,positive
"La cárcel acá en Barranquilla tiene que ser como la película ""plan de escape"" era un barco en el océano .","The prison here in Barranquilla has to be like the movie ""escape plan"" was a ship in the ocean.",-0.0258,negative
@josesabh por personas que piensan como ustd es que hay un presidente llamado Gustavo petro que cada ves lleva a Colombia a la ruina ..bukele es el mejor presidente del planeta saco a él salvador de la miseria donde lo tenían y ahora es el país más seguro ...,"@josesabh For people who think like you, there is a president named Gustavo Petro who every time leads Colombia to ruin.. Bukele is the best president on the planet, he saved him from misery where they had him and now he is the most sure ...",0.8122,positive
Necesitamos ub presidente así 👏👏👏,We need a president like this 👏👏👏,0.3612,positive
@nayibbukele es el presidente que COLOMBIA 🇨🇴 necesita.,@nayibbukele is the president that COLOMBIA 🇨🇴 needs.,0.0,neutral
El de aquí le da plata 😂😂😂 🤡🤡🤡,The one here gives him money 😂😂😂 🤡🤡🤡,0.0,neutral
"A mí sí me parece buena idea coger parte de los impuestos para este tipo de obras, en vez de tantos puentes y demás construcción que entorpecen el tráfico en las ciudades, en vez de que se roben la plática que la inviertan en cárceles.","It does seem like a good idea to me to collect part of the taxes for this type of work, instead of so many bridges and other construction that hinder traffic in the cities, instead of stealing the money and investing it in jails.",0.1779,positive
👏👏👏,👏👏👏,0.0,neutral
Yo pensando que petro sería igual que él 🤡😂,Me thinking that petro would be the same as him 🤡😂,0.0,neutral
Gestores de paz se llaman en mi país y los sacarán en la mañana a la calle y que regresen con la aureola en la noche a descansar y a encontrar la comidita. 😂😂😂,They are called peace managers in my country and they will take them out into the street in the morning and return with the halo at night to rest and find food. 😂😂😂,0.5423,positive
No olvidemos que el fin de la pena es la resocializacion.,Let's not forget that the end of the penalty is resocialization.,-0.3257,negative
"@josephdiaz0321 nah, el Petro, como buen resentido que es, estará pensando en como denunciar ""violacion a los derechos humanos"".","@josephdiaz0321 nah, the Petro, as the good resentful he is, will be thinking about how to denounce ""violation of human rights"".",-0.7351,negative
👏👏👏👏👏,👏👏👏👏👏,0.0,neutral
👏👏👏👏,👏👏👏👏,0.0,neutral
Este hombre Nayib Bukele es mi ídolo,This man Nayib Bukele is my idol,0.0,neutral
👏👏👏👏👏,👏👏👏👏👏,0.0,neutral
Así es la que falta en Colombia 👏👏👏👏,This is what is missing in Colombia 👏👏👏👏,-0.296,negative
Ese man es el que necesita este pais,That man is what this country needs,0.0,neutral
Y aquí los quieren liberar 🙄🙄,And here they want to release them 🙄🙄,0.0772,positive
👏👏👏👏👏👏👏,👏👏👏👏👏👏👏,0.0,neutral
Se imaginan una reunión entre el Petro y Bukele. 🤔 Yurdaaaa.,They imagine a meeting between Petro and Bukele. 🤔 Yurdaaaa.,0.0,neutral
Excelente,Great,0.6249,positive
👏👏👏👏👏👏,👏👏👏👏👏👏,0.0,neutral
Y en COLOMBIA BIEN GRACIAS SOLO GESTORES DE PAZ,AND IN COLOMBIA WELL THANK YOU ONLY PEACE MANAGERS,0.7964,positive
Eso toca hacerlo acá desgraciadamente. No cabe un hampón más en las calles o las cárceles.,That has to be done here unfortunately. There is no room for one more thug in the streets or jails.,-0.5574,negative
